House_ID,Region,Region_Factor,Area,Frontage,Road_Width,dist-center,Floors,Bedrooms,Bathrooms,yr-built,Price
VN_1241,Small_Province,0.25,150.9,5.4,5.4,27.3,2,3,2,2014,1.29
VN_1242,Small_Province,0.25,119.6,3.3,2.0,9.2,3,1,1,2011,1.48
VN_1243,Small_Province,0.25,279.8,9.9,9.3,25.8,5,7,4,1996,2.7
VN_1244,Small_Province,0.25,42.2,3.4,4.2,9.6,2,1,1,1981,1.05
VN_1245,Small_Province,0.25,166.0,3.0,2.4,14.4,4,4,2,2005,1.38
VN_1246,Big_Province,1.0,156.9,8.2,5.5,34.4,3,3,2,2023,3.02
VN_1247,HCMC,8.5,54.4,3.7,2.0,9.3,3,4,3,1996,4.69
VN_1248,Hanoi,8.0,146.3,4.6,3.4,13.8,4,3,1,2017,9.5
VN_1249,Small_Province,0.25,104.6,3.0,3.1,11.2,3,3,2,1981,1.54
VN_1250,Big_Province,1.0,78.9,8.1,5.6,4.7,2,2,1,1987,5.71
VN_1251,Small_Province,0.25,58.6,3.0,2.0,17.7,2,2,1,2025,0.5
VN_1252,Big_Province,1.0,61.7,4.8,5.5,13.9,1,1,1,1985,1.96
VN_1253,Hanoi,8.0,246.5,8.5,6.7,24.6,5,4,2,1988,14.98
VN_1254,HCMC,8.5,88.5,5.8,3.8,28.8,3,2,2,1980,4.97
VN_1255,Big_Province,1.0,130.8,5.4,5.4,19.5,2,1,1,1984,2.77
VN_1256,Big_Province,1.0,59.6,3.0,4.5,2.1,2,2,2,2018,6.2
VN_1257,HCMC,8.5,59.9,3.2,2.0,22.0,2,5,4,1988,2.27
VN_1258,Big_Province,1.0,151.9,6.1,5.2,2.9,3,4,3,1993,11.59
VN_1259,Hanoi,8.0,45.0,3.1,2.0,22.0,2,1,1,2006,1.98
VN_1260,Big_Province,1.0,71.9,5.2,4.7,24.3,3,1,1,1988,1.25
VN_1261,HCMC,8.5,90.0,6.3,4.9,7.7,2,1,1,2015,15.47
VN_1262,Small_Province,0.25,93.5,6.8,6.1,28.9,2,3,1,2008,0.87
VN_1263,Big_Province,1.0,80.9,3.0,2.0,32.0,3,1,1,1999,0.83
VN_1264,Big_Province,1.0,107.8,9.2,4.1,28.6,2,1,1,1994,1.89
VN_1265,Hanoi,8.0,125.1,6.9,4.5,11.4,2,4,1,2015,11.12
VN_1266,Hanoi,8.0,127.7,5.5,4.7,20.9,2,4,2,1982,6.89
VN_1267,Big_Province,1.0,54.0,6.6,6.5,32.1,2,1,1,2002,1.25
VN_1268,Big_Province,1.0,76.7,9.2,5.1,11.9,3,2,2,2025,3.89
VN_1269,Big_Province,1.0,160.7,3.3,4.0,28.9,4,4,4,1988,1.82
VN_1270,Big_Province,1.0,138.3,5.2,2.9,1.3,4,1,1,2009,10.23
VN_1271,Big_Province,1.0,44.5,3.0,2.8,1.1,2,1,1,1998,3.68
VN_1272,Small_Province,0.25,105.4,5.6,3.4,26.8,3,3,1,2017,0.89
VN_1273,Small_Province,0.25,32.9,5.0,4.1,26.9,1,1,1,1982,0.34
VN_1274,Hanoi,8.0,90.5,5.0,5.1,27.8,2,1,1,1982,4.27
VN_1275,Big_Province,1.0,228.4,5.5,2.3,32.6,3,7,4,2013,1.97
VN_1276,Hanoi,8.0,55.1,3.0,2.0,5.0,2,1,1,1981,6.98
VN_1277,HCMC,8.5,58.3,5.4,4.3,8.9,2,1,1,2006,8.89
VN_1278,Small_Province,0.25,129.6,8.1,9.7,31.7,3,3,1,2002,1.64
VN_1279,HCMC,8.5,40.9,3.4,2.0,7.0,3,1,1,2021,5.25
VN_1280,Big_Province,1.0,64.5,5.6,7.2,24.2,1,2,2,2011,1.7
VN_1281,Big_Province,1.0,119.2,3.0,5.3,19.0,3,2,1,2014,1.74
VN_1282,Small_Province,0.25,64.4,5.6,4.0,3.8,1,4,4,2019,2.43
VN_1283,Big_Province,1.0,78.6,4.2,2.7,10.7,2,1,1,1997,2.64
VN_1284,Hanoi,8.0,128.3,4.1,2.1,18.7,3,4,3,2006,5.02
VN_1285,Big_Province,1.0,109.2,3.9,2.8,30.0,2,1,1,1990,1.16
VN_1286,Big_Province,1.0,101.1,4.5,2.0,25.1,3,3,2,2018,1.15
VN_1287,Hanoi,8.0,74.6,5.6,4.1,22.1,1,1,1,1998,3.93
VN_1288,Big_Province,1.0,106.4,3.0,4.5,17.9,1,1,1,2004,2.42
VN_1289,Hanoi,8.0,83.1,4.3,2.3,11.2,3,1,1,1986,6.54
VN_1290,Hanoi,8.0,111.2,5.2,3.6,5.1,4,1,1,2010,16.69
VN_1291,Big_Province,1.0,69.0,3.0,2.0,14.9,1,2,2,1981,1.2
VN_1292,HCMC,8.5,80.7,8.2,6.7,2.0,3,6,3,2017,26.96
VN_1293,Big_Province,1.0,53.9,3.1,2.7,8.2,2,5,2,1984,1.88
VN_1294,Big_Province,1.0,86.9,3.8,3.0,15.7,1,2,1,1993,1.62
VN_1295,Small_Province,0.25,59.0,3.0,2.0,15.2,1,3,1,1997,0.5
VN_1296,HCMC,8.5,50.7,7.8,5.4,2.5,2,1,1,2015,19.62
VN_1297,HCMC,8.5,100.7,6.2,5.4,21.0,2,1,1,1983,7.23
VN_1298,Hanoi,8.0,98.4,3.5,2.6,19.7,1,2,1,2003,4.06
VN_1299,Big_Province,1.0,130.8,7.5,6.1,3.7,2,4,4,1992,9.62
VN_1300,Small_Province,0.25,71.3,5.2,4.2,33.1,1,3,2,2000,0.6
VN_1301,Hanoi,8.0,108.5,5.7,6.0,4.4,3,4,3,2012,24.77
VN_1302,Small_Province,0.25,116.5,4.8,4.6,30.1,3,2,1,1999,0.89
VN_1303,Hanoi,8.0,110.5,4.0,3.3,1.0,2,3,2,1984,28.18
VN_1304,Big_Province,1.0,58.5,5.3,6.3,31.0,2,2,2,2003,1.34
VN_1305,Small_Province,0.25,95.3,4.1,3.7,1.7,3,4,2,2014,4.26
VN_1306,Small_Province,0.25,106.1,8.5,8.3,26.8,3,1,1,2009,1.09
VN_1307,Small_Province,0.25,88.8,3.0,3.2,13.3,2,2,2,2007,0.97
VN_1308,Small_Province,0.25,31.2,7.1,2.6,26.1,2,2,1,2024,0.34
VN_1309,Big_Province,1.0,95.8,4.9,5.7,14.7,2,2,1,1986,2.91
VN_1310,Small_Province,0.25,267.4,7.7,6.0,3.4,5,5,3,2021,9.54
VN_1311,Hanoi,8.0,73.9,6.4,4.7,27.1,2,2,1,2014,4.41
VN_1312,Small_Province,0.25,61.5,3.6,3.1,3.4,1,2,1,2009,2.31
VN_1313,Big_Province,1.0,106.6,6.8,4.6,32.4,2,1,1,2013,1.74
VN_1314,Small_Province,0.25,103.4,3.0,2.6,2.7,1,1,1,2018,2.84
VN_1315,Big_Province,1.0,160.6,4.6,2.6,17.3,5,6,5,1988,2.28
VN_1316,Big_Province,1.0,47.2,3.0,4.2,25.6,1,1,1,1991,0.94
VN_1317,Big_Province,1.0,127.5,3.2,2.3,14.4,4,4,3,2008,2.09
VN_1318,Small_Province,0.25,118.8,5.0,3.2,8.4,3,3,3,1989,2.25
VN_1319,Hanoi,8.0,82.4,5.7,2.9,26.8,3,3,2,2006,3.29
VN_1320,Hanoi,8.0,104.8,6.5,5.3,27.7,2,2,2,1998,5.19
VN_1321,HCMC,8.5,148.0,6.2,4.9,32.4,3,4,1,1992,7.9
VN_1322,HCMC,8.5,136.8,4.4,3.9,13.8,3,2,1,2021,8.72
VN_1323,Small_Province,0.25,49.9,5.3,2.4,18.2,2,1,1,2016,0.56
VN_1324,HCMC,8.5,133.3,5.8,2.0,13.3,4,2,1,2011,6.17
VN_1325,Small_Province,0.25,85.6,6.7,6.0,9.7,2,1,1,1994,2.27
VN_1326,Big_Province,1.0,91.7,6.5,7.1,26.5,2,1,1,2000,2.69
VN_1327,HCMC,8.5,91.7,5.1,2.3,12.5,1,2,1,1982,6.45
VN_1328,Small_Province,0.25,82.0,3.4,4.9,15.6,3,1,1,1987,1.23
VN_1329,Big_Province,1.0,160.5,4.7,4.0,14.7,4,5,4,1985,3.32
VN_1330,Big_Province,1.0,84.8,4.0,3.0,25.2,4,4,4,2008,1.37
VN_1331,Big_Province,1.0,50.5,4.0,2.4,32.2,2,1,1,1998,0.71
VN_1332,Small_Province,0.25,72.6,5.3,2.0,23.7,1,2,2,1996,0.57
VN_1333,HCMC,8.5,96.7,6.4,6.3,17.0,1,5,3,1989,6.86
VN_1334,Small_Province,0.25,163.5,5.8,3.2,27.5,4,3,2,2012,1.19
VN_1335,Small_Province,0.25,119.6,5.4,2.9,22.8,1,3,1,1992,0.86
VN_1336,Big_Province,1.0,57.8,4.9,5.2,3.1,2,4,2,2006,5.14
VN_1337,HCMC,8.5,306.4,6.7,2.2,4.3,5,5,5,2021,32.95
VN_1338,Big_Province,1.0,101.0,3.5,2.0,2.3,2,1,1,1991,4.54
VN_1339,Hanoi,8.0,167.3,3.0,2.2,16.5,3,4,3,1981,4.11
VN_1340,Hanoi,8.0,82.0,3.7,3.2,29.1,2,5,4,1989,2.71
VN_1341,HCMC,8.5,115.5,6.2,5.4,11.6,1,2,2,2000,11.59
VN_1342,Big_Province,1.0,134.6,4.3,2.8,14.1,3,6,2,2002,2.61
VN_1343,Small_Province,0.25,162.6,5.5,7.9,31.9,2,4,3,1980,1.22
VN_1344,Small_Province,0.25,150.1,6.6,4.6,29.5,4,1,1,2012,1.18
VN_1345,Small_Province,0.25,136.8,6.5,4.6,23.6,3,5,3,2005,1.22
VN_1346,Big_Province,1.0,75.5,3.0,2.0,10.1,1,1,1,1994,1.8
VN_1347,Big_Province,1.0,66.4,6.6,5.1,5.0,1,2,1,2001,4.68
VN_1348,Big_Province,1.0,104.4,7.3,6.4,1.5,2,1,1,2004,11.64
VN_1349,Small_Province,0.25,141.0,3.6,4.5,4.6,4,2,1,1980,4.45
VN_1350,Hanoi,8.0,79.1,3.4,2.0,10.9,2,1,1,2005,4.52
VN_1351,Small_Province,0.25,150.6,7.9,5.6,19.8,3,1,1,2000,1.91
VN_1352,Big_Province,1.0,182.8,5.9,5.1,3.2,5,4,3,2020,15.6
VN_1353,Big_Province,1.0,55.9,3.0,3.1,5.6,2,2,1,2003,2.95
VN_1354,Small_Province,0.25,58.2,3.0,2.3,7.2,2,1,1,2018,1.24
VN_1355,Big_Province,1.0,82.4,4.5,4.2,22.5,3,1,1,1995,1.45
VN_1356,Small_Province,0.25,103.1,3.1,2.0,21.9,1,1,1,2011,0.63
VN_1357,Small_Province,0.25,68.0,4.1,5.4,19.7,3,2,2,1995,1.02
VN_1358,Big_Province,1.0,173.9,6.1,6.1,9.5,2,4,2,1992,7.7
VN_1359,Big_Province,1.0,109.3,7.9,3.9,13.6,3,3,1,2021,3.12
VN_1360,Big_Province,1.0,90.2,4.5,2.0,4.3,1,4,2,2011,3.55
VN_1361,Small_Province,0.25,43.1,6.4,3.3,8.7,2,2,2,2020,1.08
VN_1362,HCMC,8.5,45.8,7.1,6.3,31.5,3,2,1,2023,3.71
VN_1363,Big_Province,1.0,101.8,7.8,3.9,34.3,2,5,4,2003,1.67
VN_1364,Big_Province,1.0,30.4,4.9,3.2,23.0,1,1,1,1992,0.65
VN_1365,Small_Province,0.25,146.7,3.0,2.9,32.2,4,6,3,1990,0.89
VN_1366,HCMC,8.5,81.7,5.8,4.2,22.9,2,4,3,1994,4.53
VN_1367,Small_Province,0.25,447.6,11.2,8.8,2.1,5,7,5,1989,19.44
VN_1368,Small_Province,0.25,280.4,7.2,3.8,34.9,5,7,5,2021,1.7
VN_1369,HCMC,8.5,80.8,8.1,7.0,4.4,2,2,2,2020,25.85
VN_1370,HCMC,8.5,83.9,6.5,4.0,24.2,2,1,1,1982,4.09
VN_1371,Small_Province,0.25,145.5,6.7,4.6,9.6,2,3,1,1995,2.44
VN_1372,HCMC,8.5,207.2,8.4,6.7,14.3,3,3,2,2023,15.85
VN_1373,Small_Province,0.25,39.0,5.1,3.9,23.0,1,1,1,1996,0.43
VN_1374,Big_Province,1.0,36.2,3.0,2.3,15.8,1,2,2,2004,0.91
VN_1375,HCMC,8.5,64.8,3.9,2.0,9.5,1,1,1,2009,5.95
VN_1376,Small_Province,0.25,118.4,7.5,5.2,12.4,4,3,1,2014,2.42
VN_1377,Big_Province,1.0,113.4,3.9,2.9,12.6,2,3,1,2016,2.5
VN_1378,Big_Province,1.0,151.0,5.4,2.0,33.6,3,4,2,1992,1.35
VN_1379,Big_Province,1.0,48.5,3.0,2.0,28.2,2,1,1,2003,0.51
VN_1380,Big_Province,1.0,27.8,7.5,6.2,16.6,2,1,1,2017,1.43
VN_1381,HCMC,8.5,135.8,8.6,4.6,7.8,3,4,1,2005,21.84
VN_1382,Big_Province,1.0,58.5,3.1,4.1,28.6,2,2,1,1988,0.87
VN_1383,Small_Province,0.25,32.2,4.6,5.4,6.3,2,1,1,1998,1.56
VN_1384,HCMC,8.5,95.1,3.9,2.0,8.2,3,2,1,2007,8.23
VN_1385,Big_Province,1.0,131.5,6.7,7.0,13.4,3,2,1,1986,4.09
VN_1386,Big_Province,1.0,83.2,5.9,4.2,30.9,1,2,1,2024,1.39
VN_1387,Small_Province,0.25,70.3,6.3,5.3,5.5,2,2,2,2001,2.82
VN_1388,HCMC,8.5,81.7,5.6,3.4,5.2,1,1,1,2009,13.98
VN_1389,Small_Province,0.25,73.5,10.1,9.0,17.8,2,1,1,2016,1.48
VN_1390,Big_Province,1.0,45.1,3.0,2.9,10.4,2,1,1,1995,1.67
VN_1391,HCMC,8.5,61.9,3.0,2.0,20.3,2,1,1,2015,2.89
VN_1392,Hanoi,8.0,114.8,4.6,2.0,16.4,4,4,4,1984,4.77
VN_1393,HCMC,8.5,103.9,3.0,2.0,15.8,2,1,1,2008,4.61
VN_1394,Big_Province,1.0,96.2,3.0,2.5,4.8,3,1,1,2002,4.25
VN_1395,Big_Province,1.0,53.8,3.0,3.1,5.8,2,1,1,1985,2.97
VN_1396,Small_Province,0.25,80.8,3.3,3.4,28.9,3,1,1,2015,0.51
VN_1397,Big_Province,1.0,29.8,3.0,2.1,31.1,2,1,1,2012,0.41
VN_1398,HCMC,8.5,96.7,6.1,2.8,9.0,2,3,3,2020,9.92
VN_1399,Big_Province,1.0,180.7,5.2,2.9,4.9,2,3,1,1995,7.03
VN_1400,Small_Province,0.25,42.3,4.2,4.9,2.8,2,1,1,2013,2.36
VN_1401,HCMC,8.5,66.0,6.4,4.1,21.7,2,1,1,2022,4.45
VN_1402,HCMC,8.5,104.3,3.8,3.1,25.3,2,1,1,2005,5.29
VN_1403,Hanoi,8.0,165.5,5.5,2.5,13.7,2,3,2,2016,8.22
VN_1404,Small_Province,0.25,70.7,5.5,4.6,24.1,2,2,2,1992,0.71
VN_1405,Big_Province,1.0,62.6,3.0,2.0,25.2,3,3,3,1996,0.7
VN_1406,Big_Province,1.0,33.0,3.0,3.8,32.8,1,3,2,2011,0.74
VN_1407,Small_Province,0.25,93.1,5.7,5.4,3.2,3,1,1,2011,5.05
VN_1408,Small_Province,0.25,245.5,7.8,5.1,7.5,4,5,2,2007,4.49
VN_1409,Big_Province,1.0,101.6,8.9,6.5,3.3,1,2,2,2008,10.25
VN_1410,Small_Province,0.25,87.5,5.3,3.2,30.5,3,1,1,2004,0.64
VN_1411,HCMC,8.5,103.9,6.7,2.9,27.9,2,4,4,2001,3.99
VN_1412,Hanoi,8.0,88.0,4.7,2.2,20.5,2,2,1,2006,3.46
VN_1413,HCMC,8.5,58.9,5.2,4.2,3.8,2,1,1,2023,15.96
VN_1414,Hanoi,8.0,133.5,8.6,6.9,10.3,4,4,3,2017,22.08
VN_1415,Big_Province,1.0,99.0,3.0,2.5,11.1,2,2,1,1999,2.57
VN_1416,Small_Province,0.25,89.2,5.8,3.9,20.1,3,2,2,2024,1.04
VN_1417,Hanoi,8.0,54.3,8.5,7.8,9.8,1,2,1,2003,10.1
VN_1418,HCMC,8.5,169.7,6.5,5.0,3.5,3,4,4,1987,37.08
VN_1419,Big_Province,1.0,123.3,8.4,7.4,25.8,1,2,2,1993,3.04
VN_1420,Small_Province,0.25,67.1,3.7,2.0,11.2,4,4,1,2018,0.83
VN_1421,Big_Province,1.0,145.9,5.7,2.0,16.4,4,2,2,1993,2.13
VN_1422,Big_Province,1.0,69.0,4.9,4.1,5.3,1,4,3,1984,3.48
VN_1423,Hanoi,8.0,59.8,3.0,2.0,28.3,1,2,2,2000,1.72
VN_1424,HCMC,8.5,60.5,3.0,2.0,20.2,1,1,1,1994,2.42
VN_1425,Small_Province,0.25,36.5,3.0,2.0,31.7,2,2,1,2015,0.22
VN_1426,Small_Province,0.25,112.0,6.8,7.5,17.8,1,4,2,2012,1.77
VN_1427,Hanoi,8.0,35.4,6.0,5.1,33.0,1,3,2,1996,2.23
VN_1428,Small_Province,0.25,47.9,5.1,4.1,31.3,3,1,1,1999,0.49
VN_1429,Big_Province,1.0,31.3,5.9,5.6,20.6,1,1,1,1980,0.85
VN_1430,Small_Province,0.25,84.7,4.7,4.1,32.8,2,4,4,1995,0.72
VN_1431,Big_Province,1.0,82.0,7.1,4.7,12.0,4,3,1,2024,3.45
VN_1432,Big_Province,1.0,75.1,4.9,5.3,13.4,3,2,1,1997,2.7
VN_1433,Big_Province,1.0,52.5,4.7,2.0,2.5,2,3,2,1989,3.7
VN_1434,Big_Province,1.0,49.2,4.1,3.6,21.0,2,1,1,2002,1.08
VN_1435,HCMC,8.5,111.6,6.5,2.6,25.5,2,1,1,1997,3.92
VN_1436,Hanoi,8.0,67.2,4.0,3.3,27.3,3,1,1,1988,3.17
VN_1437,Big_Province,1.0,103.6,7.0,5.5,6.1,2,5,4,2025,6.35
VN_1438,Small_Province,0.25,56.8,3.0,4.8,16.1,1,2,2,2009,0.81
VN_1439,HCMC,8.5,96.8,3.2,2.0,7.0,2,1,1,1992,8.3
VN_1440,Big_Province,1.0,169.7,7.2,4.5,23.5,3,6,5,2010,3.29
VN_1441,Small_Province,0.25,118.6,5.2,5.2,6.4,2,4,3,2025,3.62
VN_1442,Hanoi,8.0,72.0,4.0,3.5,31.7,2,2,2,2022,3.49
VN_1443,Big_Province,1.0,100.6,6.8,5.4,8.8,3,3,3,1992,4.51
VN_1444,Big_Province,1.0,78.4,3.8,2.0,10.9,3,1,1,2011,2.06
VN_1445,Small_Province,0.25,88.8,4.7,2.6,29.9,2,2,2,1996,0.57
VN_1446,HCMC,8.5,75.2,7.4,7.4,16.6,2,2,1,1982,7.72
VN_1447,Big_Province,1.0,81.5,7.7,5.7,1.8,1,3,1,1980,7.29
VN_1448,Small_Province,0.25,98.3,8.0,6.6,17.8,1,1,1,1984,1.7
VN_1449,Small_Province,0.25,53.8,4.1,2.9,3.9,2,1,1,2011,1.85
VN_1450,Big_Province,1.0,53.2,6.8,3.4,34.5,2,3,1,2004,0.95
VN_1451,Big_Province,1.0,44.2,3.0,3.7,21.0,2,4,4,2024,0.83
VN_1452,Big_Province,1.0,39.7,3.0,3.0,9.7,1,1,1,1984,1.73
VN_1453,Small_Province,0.25,48.1,3.0,5.7,20.2,2,1,1,2016,0.76
VN_1454,Big_Province,1.0,95.8,8.1,4.6,3.6,2,1,1,2002,8.74
VN_1455,Hanoi,8.0,56.6,3.1,3.6,28.2,3,1,1,1991,2.7
VN_1456,Small_Province,0.25,114.3,5.1,2.0,32.5,4,2,2,2013,0.75
VN_1457,Big_Province,1.0,90.0,3.4,2.8,30.7,3,4,2,2002,1.21
VN_1458,Big_Province,1.0,33.1,5.6,5.7,12.6,2,1,1,1995,1.41
VN_1459,HCMC,8.5,122.7,4.8,2.0,12.1,2,1,1,1984,7.17
VN_1460,Big_Province,1.0,132.7,3.2,2.1,2.2,3,5,4,2023,7.38
VN_1461,Big_Province,1.0,53.8,5.4,3.2,23.1,2,1,1,2007,1.06
VN_1462,Big_Province,1.0,109.1,3.0,2.0,19.2,3,3,3,1985,1.43
VN_1463,Hanoi,8.0,57.6,3.2,3.0,16.6,2,2,2,1992,3.93
VN_1464,Big_Province,1.0,92.9,3.0,3.9,31.9,3,1,1,2022,1.37
VN_1465,Small_Province,0.25,47.0,3.0,2.1,6.7,4,1,1,2009,0.99
VN_1466,Hanoi,8.0,36.1,4.7,3.9,1.3,1,2,1,2005,10.84
VN_1467,Small_Province,0.25,73.0,3.0,2.4,3.5,3,3,2,1996,1.65
VN_1468,Big_Province,1.0,83.1,3.0,2.3,8.6,2,2,1,1988,2.38
VN_1469,Small_Province,0.25,72.5,4.8,2.0,2.1,3,1,1,1995,2.18
VN_1470,Small_Province,0.25,48.9,3.6,4.4,18.1,2,1,1,1997,0.62
VN_1471,Big_Province,1.0,72.4,8.4,6.8,11.7,2,2,1,1992,3.36
VN_1472,Small_Province,0.25,101.2,8.5,7.0,7.1,4,4,3,2008,3.22
VN_1473,Small_Province,0.25,86.5,3.5,2.0,26.5,2,2,2,2022,0.48
VN_1474,Big_Province,1.0,96.9,6.1,3.9,8.0,2,3,3,2024,4.78
VN_1475,Big_Province,1.0,63.3,6.1,4.3,24.4,2,2,2,2003,1.24
VN_1476,Big_Province,1.0,158.9,4.8,2.0,12.9,4,4,4,2024,2.88
VN_1477,Small_Province,0.25,49.1,3.0,2.0,18.4,2,3,3,2023,0.52
VN_1478,Small_Province,0.25,112.9,5.3,3.1,32.8,4,2,2,2025,0.85
VN_1479,Small_Province,0.25,159.7,5.6,5.0,2.3,3,3,2,1992,6.44
VN_1480,Big_Province,1.0,112.5,4.5,2.4,18.0,2,2,2,2004,1.8
VN_1481,Small_Province,0.25,79.9,5.7,2.8,30.1,2,3,2,2020,0.53
VN_1482,HCMC,8.5,67.9,3.4,2.0,21.0,2,1,1,2025,2.8
VN_1483,Big_Province,1.0,148.5,3.7,2.1,10.4,4,6,5,1980,2.92
VN_1484,Hanoi,8.0,43.4,4.7,3.0,14.5,2,1,1,1988,3.44
VN_1485,Big_Province,1.0,54.4,5.3,7.2,24.1,2,1,1,1983,1.45
VN_1486,Big_Province,1.0,72.5,3.0,3.8,31.3,2,2,1,2007,0.98
VN_1487,Big_Province,1.0,164.2,7.6,7.2,2.4,3,6,3,1991,16.75
VN_1488,Big_Province,1.0,106.9,3.0,4.0,3.4,2,1,1,2003,6.61
VN_1489,Big_Province,1.0,54.5,3.6,2.0,12.1,2,1,1,2025,1.7
VN_1490,Big_Province,1.0,75.7,4.4,2.0,8.9,2,1,1,1988,2.52
VN_1491,HCMC,8.5,65.1,3.6,2.0,10.0,3,1,1,2014,4.61
VN_1492,Big_Province,1.0,62.0,3.7,4.8,8.5,2,1,1,2017,3.15
VN_1493,HCMC,8.5,144.3,9.1,6.0,7.7,5,1,1,2014,29.63
VN_1494,Hanoi,8.0,44.5,3.0,2.0,5.4,2,1,1,2012,6.59
VN_1495,Big_Province,1.0,197.7,10.7,7.4,32.8,3,5,3,2014,3.94
VN_1496,Big_Province,1.0,133.8,6.4,4.4,5.9,5,2,2,2025,6.09
VN_1497,Big_Province,1.0,152.6,6.0,4.9,7.9,4,3,1,1999,6.65
VN_1498,Big_Province,1.0,70.2,5.7,4.6,9.4,3,2,2,1981,3.27
VN_1499,Big_Province,1.0,82.1,9.5,5.9,32.7,3,1,1,2023,1.53
VN_1500,Small_Province,0.25,43.2,3.0,3.3,26.7,2,2,1,2005,0.4
VN_1501,Big_Province,1.0,68.0,3.0,2.0,27.8,2,2,2,2021,0.76
VN_1502,Big_Province,1.0,113.2,4.0,2.7,4.6,2,3,1,1992,5.44
VN_1503,Hanoi,8.0,169.1,6.0,5.6,29.4,4,5,2,2009,7.86
VN_1504,Big_Province,1.0,50.8,3.0,2.0,14.9,1,4,3,2011,0.98
VN_1505,Big_Province,1.0,73.7,4.9,2.8,9.9,2,1,1,2015,2.76
VN_1506,Big_Province,1.0,82.0,8.0,6.9,20.6,2,1,1,1998,2.45
VN_1507,Big_Province,1.0,44.0,4.8,2.3,29.0,2,3,1,2001,0.82
VN_1508,Big_Province,1.0,118.9,4.9,3.1,27.5,3,3,1,1980,1.76
VN_1509,Big_Province,1.0,61.6,3.6,3.5,31.3,2,1,1,1990,0.85
VN_1510,Small_Province,0.25,80.2,6.6,8.0,32.6,2,1,1,2005,1.08
VN_1511,Small_Province,0.25,70.6,3.3,3.4,9.1,2,1,1,1998,1.25
VN_1512,Small_Province,0.25,59.6,8.0,6.7,15.4,2,1,1,1998,1.07
VN_1513,Small_Province,0.25,88.1,8.5,7.2,1.5,3,1,1,1991,5.22
VN_1514,Hanoi,8.0,79.4,5.4,2.4,30.9,3,3,3,1982,2.67
VN_1515,HCMC,8.5,73.4,4.8,3.8,6.3,1,1,1,1997,12.84
VN_1516,Hanoi,8.0,61.4,6.6,4.9,30.3,1,1,1,1984,3.46
VN_1517,Big_Province,1.0,103.8,7.2,5.9,12.2,2,2,1,2003,4.25
VN_1518,Small_Province,0.25,202.2,4.9,3.9,13.5,5,7,4,1993,1.46
VN_1519,HCMC,8.5,94.8,4.2,3.7,2.3,3,2,2,2017,21.6
VN_1520,Small_Province,0.25,145.5,3.3,2.0,12.1,2,4,4,1982,1.12
VN_1521,Hanoi,8.0,44.1,5.3,4.0,31.2,2,1,1,1985,1.99
VN_1522,Small_Province,0.25,95.7,6.3,2.9,1.9,4,3,3,1991,3.22
VN_1523,Big_Province,1.0,51.1,3.0,2.0,14.8,2,5,3,1990,0.99
VN_1524,Hanoi,8.0,42.3,3.7,4.8,2.1,3,2,1,2018,15.1
VN_1525,Big_Province,1.0,61.1,3.0,2.7,13.6,3,1,1,2005,1.39
VN_1526,HCMC,8.5,160.5,4.3,3.2,6.9,3,1,1,1980,17.85
VN_1527,Big_Province,1.0,142.2,6.7,7.8,9.6,3,4,2,1995,7.55
VN_1528,Big_Province,1.0,99.9,3.9,2.0,30.8,2,1,1,1988,1.04
VN_1529,Small_Province,0.25,41.1,3.9,2.0,15.8,2,1,1,1984,0.38
VN_1530,Big_Province,1.0,80.2,3.0,4.8,10.3,3,3,1,1987,2.86
VN_1531,Big_Province,1.0,102.8,5.5,4.2,21.0,3,2,2,2000,2.07
VN_1532,Big_Province,1.0,96.6,5.1,3.4,5.8,1,2,1,2012,4.59
VN_1533,Small_Province,0.25,35.2,3.1,2.0,9.8,1,2,2,2018,0.63
VN_1534,Big_Province,1.0,56.7,4.3,3.9,19.6,1,1,1,2022,1.17
VN_1535,Big_Province,1.0,85.7,5.3,4.8,9.1,2,1,1,1999,4.08
VN_1536,HCMC,8.5,115.6,3.9,2.0,24.1,3,3,2,2024,4.25
VN_1537,HCMC,8.5,29.5,3.0,2.0,17.7,2,2,2,2001,1.79
VN_1538,Big_Province,1.0,81.6,8.2,5.7,27.2,1,1,1,1992,1.59
VN_1539,HCMC,8.5,95.0,4.0,3.4,33.2,3,1,1,2018,3.25
VN_1540,Big_Province,1.0,135.3,5.4,2.4,4.9,4,2,2,1990,5.18
VN_1541,Small_Province,0.25,125.1,7.3,7.3,12.4,2,4,3,1997,2.59
VN_1542,Hanoi,8.0,118.3,11.7,10.2,11.9,2,5,2,2009,18.64
VN_1543,Big_Province,1.0,59.3,3.0,2.0,6.1,2,3,2,2012,2.28
VN_1544,HCMC,8.5,34.1,5.2,3.6,28.6,3,1,1,2023,2.25
VN_1545,Small_Province,0.25,72.7,3.6,2.5,26.8,3,3,1,1982,0.37
VN_1546,Big_Province,1.0,145.9,4.7,2.4,17.5,4,2,1,1980,2.07
VN_1547,Small_Province,0.25,177.5,4.8,2.9,19.3,3,4,3,2015,1.14
VN_1548,Big_Province,1.0,126.2,3.5,2.2,3.0,4,1,1,1985,5.33
VN_1549,Hanoi,8.0,109.6,5.2,6.3,19.9,2,2,2,2016,7.22
VN_1550,Big_Province,1.0,106.9,3.0,3.7,27.9,2,4,3,2008,1.81
